Address,Year Build,GLA,# of rooms,# of bath,Closing Date,Sale Price
"33 ditzy st., atlanta, ga",2009,1625,4,1,24/08/2021,325700
"62 selenocentric rd., phoenix, az",1983,1635,4,1,30/09/2021,324100
"38 fatteningly st., atlanta, ga",1967,1416,3.5,1,10/09/2021,238600
"65 intransigent st., phoenix, az",1990,1530,3.5,1,24/08/2021,315400
"25 miscitation st., phoenix, az",1973,1810,4.5,2,13/11/2021,392400
"27 blue-chip rd., phoenix, az",1991,1620,4,1,25/07/2021,348400
"19 intolerable st., atlanta, ga",1983,1682,4,1,26/10/2021,321100
"175 whizzing rd., atlanta, ga",2005,1928,4.5,2,10/08/2021,372000
"0 webfoot rd., phoenix, az",1972,1828,4.5,2,31/08/2021,352800
"114  heirlooms  st.,  phoenix,  az",1970,1736,4,1,13/08/2021,365600
"112 merengue ave., phoenix, az",1979,1726,4,1,18/07/2021,356900
"152 medism st., las vegas, nv",1969,1442,3.5,1,04/11/2021,228600
"112 merengue ave., phoenix, az",1979,1726,4,1,18/07/2021,356900
"29 enforceth ave., phoenix, az",1987,1783,4,1,03/08/2021,300700
"185 emulgence st., houston, tx",2018,1571,0,2,10/08/2021,315100
"199 dryish ave., houston, tx",1985,1872,0,1,24/09/2021,402000
"121 peacemaking rd., atlanta, ga",1997,1597,3.5,1,24/09/2021,349500
"44 inflatable ave., atlanta, ga",1997,1645,4,1,09/08/2021,310300
"98 siroc st., phoenix, az",1979,1714,4,1,16/08/2021,293400
"123  blitzstein  ave.,  atlanta,  ga",1958,1446,3.5,1,17/08/2021,250200
"180 chirring rd., atlanta, ga",2018,1633,4,2,07/09/2021,323500
"119 finite rd., las vegas, nv",1972,1510,3.5,2,15/10/2021,287800
"125 lowercased st., phoenix, az",1992,1719,4,2,01/10/2021,315300
"181 prosternation ave., phoenix, az",1986,1538,3.5,1,03/10/2021,315000
"29 squamosity st., phoenix, az",1966,1651,4,2,21/08/2021,281800
"58 inland st., phoenix, az",1960,1545,3.5,1,03/10/2021,282700
"116 sap-green ave., phoenix, az",2000,1437,3.5,1,18/07/2021,287800
"197 unmercied st., houston, tx",1970,1885,0,2,20/09/2021,379600
"85 bookcrossing st., atlanta, ga",1986,1657,4,2,13/08/2021,326600
"11  tailwhip  rd.,  phoenix,  az",1955,1667,4,1,18/08/2021,327000
"54 pedicab st., atlanta, ga",1955,1510,3.5,1,12/10/2021,248200
"122 lobbish st., las vegas, nv",1952,1833,4.5,2,05/11/2021,358500
"66 sistence st., atlanta, ga",1984,1924,4.5,2,08/08/2021,320600
"146 rosid rd., las vegas, nv",2008,1497,3.5,1,07/08/2021,281300
"35 convection st., las vegas, nv",1953,1524,3.5,1,01/11/2021,318200
"59 regenerate st., phoenix, az",1963,1549,3.5,1,24/09/2021,299500
"174 thaddeus st., phoenix, az",2016,1918,4.5,2,02/08/2021,429700
"150  vizard  st.,  houston,  tx",1956,1468,0,2,10/09/2021,274900
"98 inditements rd., houston, tx",1958,1411,0,1,08/09/2021,248900
"67 commenty rd., las vegas, nv",1969,1542,3.5,1,26/09/2021,345600
"139 poppy-oil st., atlanta, ga",1999,1533,3.5,1,29/10/2021,261900
"169  corporality  st.,  phoenix,  az",1984,1873,4.5,2,18/09/2021,324300
"189  tussis  st.,  phoenix,  az",1983,1484,3.5,1,24/08/2021,244800
"78 gallivat rd., phoenix, az",1980,1713,4,2,18/07/2021,285900
"38  aminosalicylic  st.,  atlanta,  ga",2002,1773,4,2,29/09/2021,338800
"71 americana st., las vegas, nv",1957,1666,4,1,02/09/2021,324800
"40 nonpolitician ave., phoenix, az",2008,1582,3.5,2,16/09/2021,330100
"43 plainly st., atlanta, ga",1964,1464,3.5,1,10/08/2021,280100
"40 wasted ave., houston, tx",1963,1585,0,1,07/11/2021,297800
"109 unintelligence rd., phoenix, az",1975,1980,4.5,2,29/09/2021,344400
"24  john-a-dreams  st.,  phoenix,  az",1998,1971,4.5,2,01/11/2021,361600
"168 voiceful st., atlanta, ga",1970,1579,3.5,2,03/11/2021,314300
"118 femtochemistry ave., phoenix, az",1972,1787,4,2,23/09/2021,379400
"197 trophies ave., las vegas, nv",2014,1632,4,1,30/09/2021,271400
"7 makings ave., phoenix, az",1997,1638,4,2,27/07/2021,338500
"200 approbatory rd., phoenix, az",1988,1977,4.5,2,07/09/2021,382600
"37 valmy st., las vegas, nv",1967,1451,3.5,1,16/08/2021,268200
"75 king's-hood st., houston, tx",1985,1688,0,2,15/10/2021,306700
"5 convo rd., phoenix, az",2017,1688,4,1,22/09/2021,266000
"153 carnose rd., atlanta, ga",2005,1638,4,2,05/11/2021,274500
"167 pentose st., atlanta, ga",1966,1467,3.5,1,22/08/2021,267900
"57  traditionaries  st.,  atlanta,  ga",1996,1870,4.5,2,23/08/2021,342500
"124 toran st., phoenix, az",1950,1408,3.5,1,19/08/2021,295300
"184 principals rd., phoenix, az",2005,1585,3.5,2,06/08/2021,267100
"121 allograft rd., phoenix, az",2004,1577,3.5,2,06/09/2021,298800
"75  hardmen  rd.,  las  vegas,  nv",2007,1930,4.5,2,19/10/2021,313100
"0 thynnid st., atlanta, ga",2011,1577,3.5,2,07/08/2021,340400
"162 playsets st., las vegas, nv",1984,1745,4,2,09/08/2021,332900
"13  gopher  st.,  phoenix,  az",2015,1629,4,2,03/08/2021,295700
"114  timbre  st.,  las  vegas,  nv",2011,1944,4.5,2,22/07/2021,406200
"199 modulator's ave., atlanta, ga",2005,1734,4,2,18/10/2021,292200
"108 syntaxis rd., phoenix, az",1974,1886,4.5,1,07/09/2021,391400
"72 megalopoli st., las vegas, nv",2014,1848,4.5,1,31/10/2021,373400
"88 ice-tub st., las vegas, nv",2012,1621,4,1,14/10/2021,281300
"174 leukaemia st., phoenix, az",1998,1819,4.5,1,10/08/2021,331600
"18 palaeographical st., las vegas, nv",2012,1918,4.5,1,24/08/2021,406200
"57 gynecocratic ave., atlanta, ga",2006,1518,3.5,2,30/08/2021,334300
"34 skimmed-milk st., atlanta, ga",1987,1740,4,1,30/08/2021,318200
"1 theosophic st., atlanta, ga",1968,1788,4,1,13/08/2021,298800
"152 antivivisection rd., atlanta, ga",1956,1621,4,1,30/09/2021,339700
"130 philippine st., atlanta, ga",2006,1717,4,1,10/10/2021,339900
"4 nonquota st., phoenix, az",1990,1761,4,2,26/10/2021,308800
"74 battle-scarred st., phoenix, az",1968,1521,3.5,1,04/10/2021,327100
"169 garrigue st., atlanta, ga",1965,1932,4.5,2,02/08/2021,378600
"54 banquets st., phoenix, az",1997,1564,3.5,1,25/10/2021,273000
"49 necessary st., las vegas, nv",2002,1811,4.5,2,22/08/2021,304700
"92 fictioneer st., phoenix, az",1995,1865,4.5,2,10/08/2021,359700
"172 space-age st., atlanta, ga",1995,1487,3.5,2,30/10/2021,284100
"51 rifle ave., atlanta, ga",1953,1961,4.5,2,05/11/2021,379800
"42 unintelligible st., phoenix, az",1979,1438,3.5,1,06/11/2021,258900
"114 unallayed rd., phoenix, az",1977,1772,4,1,24/08/2021,315400
"169 ishikawa rd., phoenix, az",1959,1474,3.5,1,09/09/2021,297900
"97  icqing  st.,  atlanta,  ga",2012,1883,4.5,2,18/08/2021,380300
"142 yankee ave., houston, tx",1983,1413,0,1,18/07/2021,305100
"20  tenting  st.,  phoenix,  az",1981,1881,4.5,2,18/09/2021,384800
"22  fantasied  ave.,  houston,  tx",2018,1827,0,2,25/10/2021,364200
"9 dissenting st., atlanta, ga",1994,1407,3.5,1,07/11/2021,300500
"193 nutty ave., phoenix, az",1998,1840,4.5,2,09/10/2021,324700
"110 simplex rd., atlanta, ga",1990,1496,3.5,1,14/10/2021,276700
"197 salvator rd., phoenix, az",1981,1658,4,2,12/10/2021,346800
"164  gatherer  st.,  phoenix,  az",2010,1732,4,1,07/09/2021,306300
"122  piaba  st.,  atlanta,  ga",1951,1840,4.5,2,23/08/2021,361900
"169 self-affected rd., atlanta, ga",1969,1697,4,1,01/11/2021,324900
"175 pawpaws ave., las vegas, nv",1955,1699,4,1,02/10/2021,354600
"74 foremothers st., houston, tx",2019,1836,0,2,06/11/2021,346600
"38 wheezing st., houston, tx",1989,1468,0,1,10/09/2021,273100
"185 multicistronic st., las vegas, nv",1988,1436,3.5,1,13/09/2021,279500
"45 shakers st., phoenix, az",1964,1701,4,2,29/08/2021,289100
"140  peuce  ave.,  atlanta,  ga",2000,1821,4.5,2,27/09/2021,308300
"43 bivouacked st., phoenix, az",1964,1850,4.5,1,25/10/2021,385800
"72 megalopoli st., las vegas, nv",2014,1848,4.5,1,31/10/2021,373400
"71 unmined rd., las vegas, nv",2010,1521,3.5,1,18/10/2021,271900
"121 cloisters rd., phoenix, az",2013,1841,4.5,2,10/08/2021,334200
"157 wronglessly st., phoenix, az",2018,1658,4,1,02/08/2021,304000
"12 globin rd., atlanta, ga",2017,1522,3.5,1,07/10/2021,339500
"40 balancings rd., phoenix, az",1995,1861,4.5,2,03/09/2021,300700
"121 allograft rd., phoenix, az",2004,1577,3.5,2,06/09/2021,298800
"184 principals rd., phoenix, az",2005,1585,3.5,2,06/08/2021,267100
"112 ground-rat st., houston, tx",2004,1852,0,2,12/08/2021,301800
"12 pacay st., phoenix, az",1991,1600,4,1,07/09/2021,327300
"122 receptibility ave., atlanta, ga",1972,1919,4.5,1,17/08/2021,357300
"64 discerneth rd., phoenix, az",1994,1987,4.5,2,23/09/2021,374800
"82 pondokkie st., phoenix, az",2016,1812,4.5,1,18/08/2021,337200
"158  eremites  st.,  las  vegas,  nv",1973,1510,3.5,1,29/08/2021,308400
"45 castille's rd., atlanta, ga",1959,1945,4.5,2,24/08/2021,329600
"183 libidinous st., phoenix, az",1987,1554,3.5,1,25/10/2021,329800
"42 forearm rd., atlanta, ga",1963,1600,4,1,18/10/2021,323800
"89 solitudes ave., las vegas, nv",2012,1586,3.5,1,04/08/2021,293000
"2 dehydrates rd., houston, tx",1955,1846,0,2,26/07/2021,405300
"56 crouton rd., phoenix, az",2004,1846,4.5,1,20/07/2021,320900
"114 woolpack st., atlanta, ga",1982,1712,4,2,27/07/2021,309500
"44 giardinetto ave., atlanta, ga",1992,1631,4,1,25/10/2021,339600
"34 absorbing rd., atlanta, ga",2015,1746,4,2,02/09/2021,280300
"120  cervixes  st.,  las  vegas,  nv",2011,1783,4,1,21/09/2021,367800
"130 roundure st., atlanta, ga",1989,1637,4,1,09/11/2021,316200
"98  ruana  st.,  phoenix,  az",2010,1445,3.5,2,21/09/2021,311100
"23 rocksalt ave., atlanta, ga",1981,1909,4.5,1,14/09/2021,333300
"183 wringers st., phoenix, az",1971,1788,4,1,22/08/2021,300200
"83 clothespins ave., phoenix, az",1987,1657,4,2,18/10/2021,327600
"176 tautonym ave., phoenix, az",1967,1704,4,1,06/08/2021,346900
"12  stereoisomeric  st.,  phoenix,  az",2012,1850,4.5,1,04/09/2021,356500
"200 mullah st., las vegas, nv",1985,1420,3.5,2,08/10/2021,297600
"36  mites  ave.,  las  vegas,  nv",2019,1526,3.5,2,23/08/2021,254000
"18 pabulous st., las vegas, nv",1996,1903,4.5,2,09/09/2021,334400
"152 banish st., las vegas, nv",1983,1842,4.5,2,03/11/2021,377300
"45  paternosters  st.,  atlanta,  ga",2019,1873,4.5,2,21/10/2021,388700
"78 gallivat rd., phoenix, az",1980,1713,4,2,18/07/2021,285900
"195 tithes st., las vegas, nv",1983,1856,4.5,2,02/10/2021,317300
"195 waldos st., phoenix, az",1978,1652,4,2,10/11/2021,256600
"196 half-standard rd., phoenix, az",1950,1691,4,2,26/09/2021,318400
"131 oxidane rd., atlanta, ga",1986,1580,3.5,1,10/09/2021,322500
"58 oxycephalic rd., atlanta, ga",2007,1801,4.5,2,06/08/2021,347600
"152 wasteway st., las vegas, nv",2017,1468,3.5,1,04/11/2021,273900
"141 stationed st., atlanta, ga",2014,1953,4.5,2,02/08/2021,398300
"69 bartizaned ave., atlanta, ga",1951,1743,4,2,06/08/2021,349400
"191 expatiate st., atlanta, ga",1991,1649,4,2,23/09/2021,336600
"117 mattes rd., phoenix, az",2017,1509,3.5,1,22/10/2021,323000
"98 peltate st., phoenix, az",1992,1934,4.5,2,25/10/2021,384000
"194 festivities st., las vegas, nv",2010,1773,4,1,10/09/2021,348300
"108 uncowed ave., las vegas, nv",2002,1538,3.5,1,29/07/2021,306500
"78 customs-union st., las vegas, nv",2000,1967,4.5,2,07/08/2021,345200
"171 agenetic st., phoenix, az",1972,1645,4,1,04/10/2021,314300
"53 nonhair st., atlanta, ga",2014,1759,4,2,22/08/2021,330700
"200 monomorphic rd., phoenix, az",2012,1693,4,2,07/08/2021,320100
"105 rhinestones rd., phoenix, az",1998,1802,4.5,2,19/08/2021,359800
"181 gentile st., phoenix, az",1983,1492,3.5,2,18/10/2021,305200
"170 treasured rd., phoenix, az",2008,1767,4,1,25/08/2021,293800
"59 miniaturized ave., las vegas, nv",1966,1527,3.5,1,23/10/2021,322200
"104 clonking st., phoenix, az",1969,1874,4.5,2,27/09/2021,364400
"12 chewingly rd., las vegas, nv",1978,1404,3.5,1,15/10/2021,266000
"49 distancer st., las vegas, nv",1968,1499,3.5,1,10/11/2021,276800
"98 frogspawn st., phoenix, az",1956,1888,4.5,2,09/08/2021,411900
"170 fadelessly st., phoenix, az",2015,1801,4.5,1,14/09/2021,380100
"45 retell rd., phoenix, az",1993,1564,3.5,1,17/08/2021,318500
"73 smogginess st., phoenix, az",1993,1511,3.5,1,19/10/2021,253200
"101  gloatingly  st.,  atlanta,  ga",1971,1549,3.5,2,27/08/2021,284800
"141 baseman ave., las vegas, nv",1974,1473,3.5,2,28/10/2021,266300
"96 subsidizes st., houston, tx",1954,1564,0,1,03/11/2021,284800
"60 serpette rd., phoenix, az",1988,1995,4.5,2,27/07/2021,340900
"141 saphies st., atlanta, ga",1981,1457,3.5,2,12/08/2021,275700
"156 diluent st., houston, tx",2018,1541,0,1,14/10/2021,323200
"64  axially  st.,  phoenix,  az",2016,1428,3.5,1,08/10/2021,271800
"90  nippur  st.,  phoenix,  az",1991,1577,3.5,1,11/11/2021,331900
"176 terrestres rd., las vegas, nv",1973,1751,4,1,17/10/2021,370300
"1 lobsters st., atlanta, ga",1968,1861,4.5,2,23/10/2021,368100
"187 mycoprotein rd., atlanta, ga",1958,1754,4,2,13/09/2021,365400
"83 boy scouts st., phoenix, az",1976,1861,4.5,2,17/09/2021,326700
"40 timaliidae ave., phoenix, az",2017,1886,4.5,1,07/11/2021,358400
"191 back-shot st., atlanta, ga",1988,1425,3.5,1,11/10/2021,255500
"41 coal-seam st., phoenix, az",2014,1881,4.5,2,19/07/2021,291600
"57 obscenities st., houston, tx",2004,1698,0,2,13/09/2021,267800
"148 imparity st., phoenix, az",1970,1722,4,2,03/11/2021,372300
"107 tridecamer st., atlanta, ga",1966,1509,3.5,2,28/10/2021,249700
"118 conceiving st., phoenix, az",1993,1875,4.5,2,07/10/2021,391700
"157 eyedroppers st., atlanta, ga",1959,1952,4.5,2,13/08/2021,404300
"185 muttering st., atlanta, ga",1953,1614,4,2,05/11/2021,323800
"88 fop-doodle rd., las vegas, nv",1974,1921,4.5,1,12/09/2021,419100
"83 jefferson city ave., las vegas, nv",2003,1694,4,1,09/08/2021,311200
"182 tarsands ave., phoenix, az",2000,1497,3.5,2,17/08/2021,299400
"55 yorkshireman st., atlanta, ga",2001,1902,4.5,1,22/09/2021,358500
"119 modelling st., houston, tx",1972,1764,0,2,30/07/2021,333400
"19 bursa st., atlanta, ga",1952,1741,4,2,25/10/2021,327300
"105 goatlike ave., houston, tx",1975,1407,0,1,10/11/2021,290400
"2 desaturases st., atlanta, ga",1962,1425,3.5,2,11/08/2021,245000
"87 slovio rd., atlanta, ga",2000,1536,3.5,1,03/11/2021,285100
"132 newfashioned rd., houston, tx",1993,1564,0,2,26/08/2021,332500
"16 redcurrants st., houston, tx",1980,1430,0,1,05/09/2021,233900
"108 foreclose st., atlanta, ga",1987,1939,4.5,2,15/08/2021,384100
"2 undaunted ave., atlanta, ga",1953,1705,4,2,06/09/2021,321900
"139 pappadams st., las vegas, nv",1971,1477,3.5,1,04/09/2021,250900
"3 brassicas rd., phoenix, az",1986,1918,4.5,1,20/07/2021,407700
"196 cylindrically st., phoenix, az",2004,1569,3.5,1,04/10/2021,255200
"71 unelaborated ave., atlanta, ga",2005,1762,4,2,14/10/2021,345200
"130 roundure st., atlanta, ga",1989,1637,4,1,09/11/2021,316200
"179 mugilidae st., phoenix, az",1988,1656,4,1,23/10/2021,353000
"166 leroy st., phoenix, az",1955,1696,4,1,13/10/2021,336900
"22 unhygienic st., phoenix, az",1952,1733,4,2,10/08/2021,293000
"30 oxheart st., phoenix, az",1978,1837,4.5,1,25/10/2021,359100
"80 tumultuously rd., phoenix, az",1963,1909,4.5,2,22/09/2021,374000
"77 disaccustom ave., houston, tx",1983,1877,0,2,22/10/2021,377200
"82 euerie ave., atlanta, ga",2017,1802,4.5,1,13/11/2021,299200
"131 words rd., phoenix, az",2013,1564,3.5,2,04/09/2021,278200
"111 accho rd., phoenix, az",1986,1803,4.5,2,20/10/2021,339900
"152 vocabulary rd., phoenix, az",1979,1783,4,1,05/11/2021,312200
"41 footlings st., phoenix, az",2017,1744,4,1,07/09/2021,347500
"194 sagacious st., las vegas, nv",2008,1923,4.5,2,30/10/2021,314900
"53 workbox rd., las vegas, nv",1998,1544,3.5,2,24/09/2021,253400
"117  creeper  ave.,  phoenix,  az",1984,1846,4.5,1,03/08/2021,351400
"191 permeable st., atlanta, ga",1990,1652,4,1,09/10/2021,350400
"70 aidan st., houston, tx",1953,1723,0,1,21/09/2021,316600
"6 fivepence ave., phoenix, az",2003,1813,4.5,1,29/07/2021,372200
"176 angor st., las vegas, nv",1995,1649,4,2,29/08/2021,309700
"33 diblock st., phoenix, az",1982,1633,4,2,28/08/2021,310300
"171 apaporis st., phoenix, az",1960,1558,3.5,1,19/10/2021,306900
"182  couch-grass  st.,  phoenix,  az",1992,1466,3.5,1,29/08/2021,265400
"26 intra- ave., las vegas, nv",1954,1561,3.5,1,04/08/2021,329600
"2 quarrellous st., atlanta, ga",1956,1513,3.5,1,28/07/2021,287400
"59 beadroll ave., phoenix, az",1981,1685,4,2,30/07/2021,282500
"44 unkindredly ave., atlanta, ga",1987,1631,4,1,02/11/2021,290500
"83 castrati ave., phoenix, az",1987,1476,3.5,2,19/07/2021,271600
"135 ebullience st., atlanta, ga",1994,1986,4.5,2,01/08/2021,329000
"92 corallum st., atlanta, ga",2017,1774,4,2,13/10/2021,315900
"119 side-oats rd., phoenix, az",2004,1618,4,1,08/08/2021,288900
"175 caked rd., phoenix, az",1970,1963,4.5,2,08/11/2021,369500
"153 threshing st., phoenix, az",1995,1633,4,2,12/11/2021,325100
"103  euthanasy  rd.,  atlanta,  ga",2010,1788,4,1,11/08/2021,327100
"18 re-framing ave., phoenix, az",2005,1493,3.5,1,07/10/2021,318000
"152 mistura st., atlanta, ga",1989,1508,3.5,1,12/09/2021,295300
"189  squiggly  st.,  phoenix,  az",1977,1520,3.5,1,24/09/2021,313200
"88 boatmen st., atlanta, ga",1971,1501,3.5,2,13/11/2021,250300
"38 parliament ave., phoenix, az",1986,1597,3.5,2,09/09/2021,310000
"194 orchid st., phoenix, az",1978,1483,3.5,1,28/08/2021,304900
"24 gimped rd., atlanta, ga",2016,1732,4,1,17/09/2021,301400
"31  braggingly  st.,  phoenix,  az",2017,1456,3.5,2,23/08/2021,295400
"185 presentencing ave., las vegas, nv",1986,1838,4.5,1,07/08/2021,354500
"85 concordable ave., phoenix, az",1982,1482,3.5,2,01/11/2021,299700
"18 teening ave., atlanta, ga",1989,1792,4,2,10/10/2021,385500
"94 spannel st., phoenix, az",1958,1851,4.5,2,12/09/2021,348900
"61 water-ash st., phoenix, az",2015,1527,3.5,1,05/10/2021,284600
"137 renormalize st., atlanta, ga",2018,1785,4,2,04/08/2021,336300
"69 snaillike st., atlanta, ga",1973,1792,4,2,07/09/2021,384900
"76 synergists st., atlanta, ga",2015,1404,3.5,1,04/10/2021,295300
"154 connotated st., atlanta, ga",1958,1515,3.5,1,19/08/2021,253700
"73 manuterges rd., phoenix, az",1982,1854,4.5,2,23/09/2021,390600
"122 hallucinations st., phoenix, az",2000,1926,4.5,2,28/07/2021,347600
"144  incommutability  rd.,  houston,  tx",1964,1766,0,2,23/10/2021,386800
"122 cardioids st., phoenix, az",1994,1494,3.5,2,31/07/2021,268200
"162  resonator  ave.,  atlanta,  ga",2003,1791,4,1,04/08/2021,358200
"22 categorisers rd., las vegas, nv",2015,1464,3.5,1,01/09/2021,241100
"34 epigenome st., phoenix, az",2004,1581,3.5,2,09/09/2021,315800
"12 communitywide st., phoenix, az",1999,1916,4.5,1,30/10/2021,372300
"152 unapprehensive st., houston, tx",2000,1828,0,2,16/10/2021,322100
"198 richard iii st., atlanta, ga",1960,1530,3.5,1,09/09/2021,322000
"168 time-gun st., las vegas, nv",1998,1911,4.5,2,05/11/2021,323000
"46 sigourney ave., phoenix, az",1998,1906,4.5,1,08/09/2021,394000
"190 blood-stained rd., phoenix, az",1964,1784,4,1,09/09/2021,297300
"63 portent rd., las vegas, nv",1989,1841,4.5,2,10/08/2021,404900
"71 miscapitalizes rd., phoenix, az",2002,1992,4.5,2,22/07/2021,361700
"177 floodlit ave., las vegas, nv",1954,1513,3.5,1,12/08/2021,325600
"30 bladesmiths st., phoenix, az",1994,1843,4.5,2,14/11/2021,348900
"151 nabokov st., phoenix, az",1958,1787,4,1,14/09/2021,398200
"168 nidwalden st., phoenix, az",1973,1608,4,1,08/09/2021,334800
"129 pillau ave., phoenix, az",1967,1737,4,1,30/08/2021,364400
"51 deglamorize st., las vegas, nv",2008,1962,4.5,1,04/08/2021,315700
"91 ictodosaur rd., phoenix, az",2001,1539,3.5,1,25/07/2021,308800
"26 money st., atlanta, ga",1991,1725,4,1,05/09/2021,308200
"95 areality st., phoenix, az",2001,1576,3.5,1,29/10/2021,264700
"128 ensheathe st., phoenix, az",2006,1950,4.5,2,22/08/2021,350400
"188 spoiling ave., atlanta, ga",1987,1714,4,2,11/09/2021,313400
"91 vesuvius ave., atlanta, ga",1975,1646,4,2,27/07/2021,329000
"132 disparities rd., atlanta, ga",1987,1708,4,1,03/09/2021,323700
"15 transitting st., phoenix, az",1953,1721,4,2,08/10/2021,320800
"66 inculcates ave., las vegas, nv",1963,1736,4,2,06/11/2021,298800
"29 neogrammarians st., phoenix, az",1955,1920,4.5,1,25/07/2021,385500
"158 misrecollection ave., phoenix, az",1958,1525,3.5,1,05/08/2021,263800
"46 tea-towel st., phoenix, az",1981,1528,3.5,1,08/09/2021,306400
"5 exult st., atlanta, ga",2014,1878,4.5,2,12/11/2021,352900
"38 discoloration st., atlanta, ga",2015,1917,4.5,1,28/08/2021,387500
"166  hilights  st.,  phoenix,  az",1966,1770,4,2,11/10/2021,381600
"15 well-tried rd., phoenix, az",2007,1770,4,2,19/10/2021,328300
"149 tableware st., atlanta, ga",1978,1802,4.5,2,20/08/2021,290900
"50  wondering  rd.,  atlanta,  ga",2002,1857,4.5,1,25/09/2021,345400
"48 cinquecento rd., atlanta, ga",1997,1691,4,2,02/09/2021,333900
"36 hemangioblasts st., las vegas, nv",2014,1918,4.5,2,05/10/2021,363100
"197 leghe st., houston, tx",1965,1775,0,1,30/08/2021,316200
"72 ententes st., phoenix, az",2013,1464,3.5,1,19/09/2021,239100
"36 douchebags rd., phoenix, az",1972,1675,4,2,30/08/2021,285400
"75 winebibbers st., phoenix, az",1964,1690,4,2,17/10/2021,378500
"173 warpedness st., atlanta, ga",1997,1956,4.5,2,30/10/2021,328600
"85 cognomens rd., atlanta, ga",1989,1748,4,2,24/09/2021,373400
"84 abusefully ave., phoenix, az",2006,1527,3.5,2,08/10/2021,309800
"123 wood-chip rd., atlanta, ga",1975,1600,4,2,01/09/2021,267700
"53 monochloride st., las vegas, nv",2014,1587,3.5,1,31/08/2021,326700
"130 introgress st., phoenix, az",1950,1482,3.5,1,20/08/2021,305100
"190 customizability rd., las vegas, nv",1977,1734,4,2,07/08/2021,343800
"82 spreckled st., phoenix, az",1975,1769,4,2,14/10/2021,342100
"143 spring-clean rd., houston, tx",1952,1905,0,2,19/08/2021,334200
"115 vice-presidents st., atlanta, ga",1975,1892,4.5,2,14/08/2021,332000
"72 retection rd., houston, tx",1969,1572,0,1,13/08/2021,288900
"108 ligurians rd., atlanta, ga",1990,1543,3.5,1,09/10/2021,286200
"57 winnow st., phoenix, az",2009,1963,4.5,2,04/08/2021,390400
"95 zealousy ave., atlanta, ga",1981,1556,3.5,1,16/08/2021,259500
"27 hand-me-down st., las vegas, nv",1951,1929,4.5,1,05/11/2021,372600
"148 blessbok rd., houston, tx",1978,1638,0,1,05/09/2021,299800
"125 strangelets ave., phoenix, az",1990,1697,4,1,26/10/2021,276000
"67 studbook rd., las vegas, nv",1957,1491,3.5,2,01/11/2021,294000
"102 starting-place st., las vegas, nv",1986,1505,3.5,1,24/08/2021,266200
"117 aesthete st., atlanta, ga",1981,1593,3.5,2,25/07/2021,327200
"54 translunar st., phoenix, az",1996,1447,3.5,2,05/10/2021,263900
"60 criss-cross st., atlanta, ga",1973,1440,3.5,1,11/10/2021,296500
"54 archerfish st., atlanta, ga",1961,1632,4,2,13/11/2021,278400
"52 cladode ave., atlanta, ga",1963,1681,4,1,03/08/2021,352800
"5 trencher ave., las vegas, nv",1960,1549,3.5,1,06/08/2021,258100
"93  wrongfooting  st.,  phoenix,  az",1972,1922,4.5,2,10/10/2021,325700
"186 rock-bird rd., atlanta, ga",2002,1683,4,2,03/08/2021,291600
"24 heyduke rd., atlanta, ga",2017,1832,4.5,2,27/07/2021,325400
"173 valacyclovir rd., phoenix, az",1960,1566,3.5,1,25/10/2021,275400
"144 beplaster st., las vegas, nv",1957,1983,4.5,1,19/07/2021,370200
"45 loxapine ave., atlanta, ga",1967,1663,4,1,29/10/2021,299300
"193 spidery st., phoenix, az",1981,1494,3.5,1,19/09/2021,306500
"135 bootstrapping st., atlanta, ga",2017,1628,4,2,15/09/2021,308700
"54 paracelsus st., atlanta, ga",2016,1938,4.5,1,02/10/2021,383100
"112  tungstic  st.,  atlanta,  ga",2013,1854,4.5,2,19/09/2021,388300
"88 underback st., las vegas, nv",2006,1652,4,1,15/10/2021,337300
"46 limivorous rd., atlanta, ga",1961,1795,4,1,16/09/2021,292200
"62 rigid rd., houston, tx",1959,1776,0,2,15/10/2021,388600
"64 stably ave., las vegas, nv",1981,1624,4,2,20/10/2021,259500
"32  improviser  st.,  phoenix,  az",1952,1822,4.5,2,22/07/2021,383700
"112 merengue ave., phoenix, az",1979,1726,4,1,18/07/2021,356900
"110 furniture rd., phoenix, az",1977,1504,3.5,2,28/10/2021,239200
"88 outraging st., las vegas, nv",1975,1509,3.5,1,04/08/2021,320000
"185 alongst ave., atlanta, ga",2009,1806,4.5,2,24/07/2021,289100
"190 he-man st., phoenix, az",1992,1519,3.5,2,22/10/2021,296900
"0 tushies st., las vegas, nv",1978,1747,4,2,06/10/2021,352800
"171  trying  st.,  phoenix,  az",1957,1800,4.5,1,08/09/2021,370900
"106 lochan st., phoenix, az",1999,1402,3.5,2,29/09/2021,233000
"170 pathogeny ave., atlanta, ga",1992,1828,4.5,2,08/10/2021,380200
"71 contraltos st., phoenix, az",1983,1535,3.5,2,30/09/2021,276000
"188 sandalwoods rd., atlanta, ga",1962,1992,4.5,1,15/09/2021,366400
"136 byzantine ave., atlanta, ga",2019,1638,4,1,24/07/2021,334500
"65 skullduggeries ave., las vegas, nv",2012,1679,4,1,26/09/2021,280300
"119 side-oats rd., phoenix, az",2004,1618,4,1,08/08/2021,288900
"151 yodels rd., atlanta, ga",2013,1801,4.5,2,09/09/2021,304000
