Address,Last Status Date,List Price,Offer Price,Status
"83 Comfort Ave., Atlanta, GA",2021-10-07,333800,365100,Closed
"11 Obtusilingues Ave., Atlanta, GA",2021-07-21,372200,380300,Offer Rejected - Price Too Low
"14 Wisheth Ave., Atlanta, GA",2021-10-08,253100,271900,Closed
"48 Collected Ave., Las Vegas, NV",2021-11-20,296500,323500,Offer Rejected - Price Too Low
"113 Flashflood Rd., Atlanta, GA",2021-09-29,347300,342200,Offer Rejected - Price Too Low
"73 Guess-warp Ave., Phoenix, AZ",2021-08-09,262700,284500,Offer Rejected - Pending
"182 Donnée Rd., Phoenix, AZ",2021-12-08,272400,293700,Closed
"122 Offset Ave., Phoenix, AZ",2021-12-01,305900,324200,Offer Rejected - Price Too Low
"52 Defecography Ave., Las Vegas, NV",2021-10-04,272100,281800,Offer Rejected - Price Too Low
"76 Tolderia St., Las Vegas, NV",2021-09-29,292400,296100,Offer Rejected - Price Too Low
"70 Accredited St., Atlanta, GA",2021-07-23,268800,279500,Offer Rejected - Price Too Low
"45 Handan St., Phoenix, AZ",2021-09-01,259700,285100,Offer Rejected - Price Too Low
"130 Emma-Louise Ave., Phoenix, AZ",2021-12-08,219100,219300,Offer Rejected - Price Too Low
"139 Unfrequent Rd., Phoenix, AZ",2021-08-23,258500,268700,Offer Rejected - Price Too Low
"132 Sick-call Ave., Phoenix, AZ",2021-07-31,277200,283400,Offer Rejected - Price Too Low
"83 Palookaville St., Phoenix, AZ",2021-11-18,248400,257900,Offer Rejected - Price Too Low
"2 Unblurred Ave., Las Vegas, NV",2021-09-10,334900,355100,Offer Rejected - Price Too Low
"112 Macaronesia Ave., Houston, TX",2021-08-30,338800,348700,Offer Rejected - Price Too Low
"53 Dehydrated Ave., Atlanta, GA",2021-10-10,266800,268500,Offer Rejected - Price Too Low
"61 Privileging Ave., Atlanta, GA",2021-10-14,233300,252600,Closed
"22 Windlike Ave., Phoenix, AZ",2021-09-20,274200,280100,Offer Rejected - Pending
"102 Noctule Ave., Las Vegas, NV",2021-12-06,263800,275200,Closed
"156 Intervenant Rd., Atlanta, GA",2021-08-10,311700,311400,Offer Rejected - Price Too Low
"31 Ferricyanide Ave., Houston, TX",2021-09-10,263400,261800,Offer Rejected - Price Too Low
"95 Zootheistic St., Phoenix, AZ",2021-09-17,332800,338500,Offer Rejected - Pending
"24 Boyology St., Atlanta, GA",2021-09-25,273700,283600,Offer Rejected - Price Too Low
"109 Fornigate St., Las Vegas, NV",2021-07-29,304000,308300,Offer Rejected - Price Too Low
"8 Blacktip St., Phoenix, AZ",2021-08-25,285400,299700,Closed
"52 Ramped Ave., Phoenix, AZ",2021-09-10,386600,399500,Offer Rejected - Price Too Low
"177 Ristra St., Phoenix, AZ",2021-08-11,302500,313200,Offer Rejected - Pending
"154 Peronism Ave., Atlanta, GA",2021-12-09,276300,275500,Offer Rejected - Price Too Low
"55 Unbraided St., Phoenix, AZ",2021-12-10,316300,311600,Offer Rejected - Price Too Low
"165 Revivifies Ave., Las Vegas, NV",2021-11-18,312100,337400,Offer Rejected - Price Too Low
"101 Outgush Ave., Atlanta, GA",2021-12-05,318400,323900,Offer Rejected - Price Too Low
"86 Leona Ave., Phoenix, AZ",2021-09-17,294100,315700,Offer Rejected - Price Too Low
"157 Stultifyingly Ave., Houston, TX",2021-09-30,230400,227000,Offer Rejected - Price Too Low
"84 Chihuahuas St., Atlanta, GA",2021-11-26,250700,262900,Offer Rejected - Price Too Low
"182 Rigor Rd., Houston, TX",2021-10-26,252500,262200,Offer Rejected - Price Too Low
"133 Merchandised St., Las Vegas, NV",2021-10-29,336600,360700,Offer Rejected - Price Too Low
"54 Clerked Ave., Phoenix, AZ",2021-09-14,351100,358800,Offer Rejected - Price Too Low
"184 Landform Rd., Atlanta, GA",2021-08-17,293100,317000,Closed
"19 Viewing Ave., Atlanta, GA",2021-10-26,226500,235900,Closed
"160 Costumier Rd., Phoenix, AZ",2021-12-12,212700,215400,Offer Rejected - Price Too Low
"18 Looked Ave., Las Vegas, NV",2021-09-21,248700,252100,Offer Rejected - Price Too Low
"95 Bladder-nut St., Atlanta, GA",2021-09-30,322500,339200,Offer Rejected - Pending
"156 Alese St., Phoenix, AZ",2021-12-12,287300,284400,Offer Rejected - Price Too Low
"108 Impatient Rd., Las Vegas, NV",2021-09-07,297200,323100,Offer Rejected - Price Too Low
"109 Combinational St., Las Vegas, NV",2021-12-06,346600,358200,Offer Rejected - Price Too Low
"193 Plasticity St., Atlanta, GA",2021-10-05,261300,265800,Offer Rejected - Price Too Low
"127 Vestpocket Ave., Las Vegas, NV",2021-09-15,363900,358900,Offer Rejected - Pending
"52 Botherers St., Las Vegas, NV",2021-12-14,333400,351800,Offer Rejected - Price Too Low
"122 Triggermen Ave., Houston, TX",2021-11-28,262700,290600,Closed
"49 Rynchops St., Phoenix, AZ",2021-11-03,318700,339900,Closed
"56 Simioid St., Houston, TX",2021-10-18,218200,228600,Offer Rejected - Price Too Low
"173 Libidinal St., Las Vegas, NV",2021-08-17,271400,276200,Offer Rejected - Price Too Low
"38 Light-heartedly St., Phoenix, AZ",2021-11-09,342000,351000,Offer Rejected - Price Too Low
"105 Unfetters Rd., Atlanta, GA",2021-08-22,256100,275700,Closed
"146 Absurdness St., Houston, TX",2021-09-04,249600,260700,Offer Rejected - Price Too Low
"150 Collator Rd., Las Vegas, NV",2021-11-14,280000,281400,Offer Rejected - Price Too Low
"74 Footboards St., Atlanta, GA",2021-11-26,370200,399900,Offer Rejected - Price Too Low
"30 Legalizations Ave., Phoenix, AZ",2021-11-10,316400,311700,Offer Rejected - Price Too Low
"47 Generative Rd., Phoenix, AZ",2021-11-07,241400,252000,Offer Rejected - Price Too Low
"27 Snorts St., Phoenix, AZ",2021-11-21,281100,310800,Closed
"96 Hamfistedly St., Atlanta, GA",2021-09-03,316300,330300,Offer Rejected - Price Too Low
"167 Transrational St., Las Vegas, NV",2021-11-08,310800,321600,Offer Rejected - Price Too Low
"12 Selflessness St., Atlanta, GA",2021-08-19,298100,312200,Offer Rejected - Price Too Low
"191 Soutane St., Houston, TX",2021-11-16,292200,288800,Offer Rejected - Price Too Low
"39 Overhasty Ave., Atlanta, GA",2021-12-07,284900,310200,Offer Rejected - Price Too Low
"170 Evacuatory St., Las Vegas, NV",2021-11-02,342900,355800,Offer Rejected - Price Too Low
"126 Costars St., Atlanta, GA",2021-08-10,355900,350200,Offer Rejected - Price Too Low
"155 Frise St., Las Vegas, NV",2021-07-20,361100,372800,Offer Rejected - Price Too Low
"191 Worrywarts Ave., Phoenix, AZ",2021-12-11,290400,296600,Offer Rejected - Price Too Low
"86 Lassitude St., Atlanta, GA",2021-11-11,355500,351400,Offer Rejected - Price Too Low
"27 Buglet St., Phoenix, AZ",2021-11-15,250600,276300,Closed
"42 Thence St., Atlanta, GA",2021-09-08,369400,367100,Offer Rejected - Price Too Low
"77 Stoppering St., Las Vegas, NV",2021-09-16,223600,224600,Offer Rejected - Price Too Low
"103 Feather-stroke Ave., Las Vegas, NV",2021-12-05,363400,375300,Offer Rejected - Price Too Low
"168 Voiceful St., Atlanta, GA",2021-11-03,289500,288800,Offer Rejected - Pending
"41 Wireframed St., Atlanta, GA",2021-08-16,326600,359200,Closed
"3 Farcically Ave., Phoenix, AZ",2021-09-14,333100,351100,Closed
"61 Emphasize St., Phoenix, AZ",2021-11-22,300700,301400,Offer Rejected - Price Too Low
"99 Uninsurable Rd., Las Vegas, NV",2021-07-23,366500,394100,Closed
"146 Vulcanizes Ave., Phoenix, AZ",2021-10-21,297200,305600,Offer Rejected - Price Too Low
"148 Antipyretic St., Atlanta, GA",2021-11-01,253600,262900,Offer Rejected - Price Too Low
"197 Emphasis Rd., Atlanta, GA",2021-08-09,218600,237100,Offer Rejected - Price Too Low
"101 Fair-minded St., Atlanta, GA",2021-11-04,291400,287300,Offer Rejected - Price Too Low
"199 Nonspecialist Rd., Phoenix, AZ",2021-10-20,342700,365200,Closed
"154 Kapellmeister Rd., Phoenix, AZ",2021-08-29,282100,290700,Offer Rejected - Price Too Low
"7 Elliot St., Phoenix, AZ",2021-09-10,286800,307000,Offer Rejected - Price Too Low
"183 Cenotaph Ave., Las Vegas, NV",2021-08-16,285300,295300,Offer Rejected - Price Too Low
"116 Sprat Ave., Las Vegas, NV",2021-09-17,380500,386600,Offer Rejected - Price Too Low
"180 Chirring Rd., Atlanta, GA",2021-09-07,314300,309900,Offer Rejected - Price Too Low
"190 Picomolar St., Houston, TX",2021-07-30,295400,317300,Offer Rejected - Price Too Low
"119 Intrasubjective St., Phoenix, AZ",2021-10-14,286800,304700,Offer Rejected - Price Too Low
"145 Fandub Rd., Atlanta, GA",2021-09-24,292800,300000,Offer Rejected - Price Too Low
"21 Tittup Rd., Las Vegas, NV",2021-10-03,310600,327200,Closed
"34 Usance St., Phoenix, AZ",2021-11-06,360800,362800,Offer Rejected - Price Too Low
"194 Whisky-jack Rd., Phoenix, AZ",2021-09-28,270100,289700,Closed
"27 Phalacrosis St., Las Vegas, NV",2021-11-29,380500,386300,Offer Rejected - Price Too Low
"133 Airfoil St., Las Vegas, NV",2021-08-21,297700,327900,Closed
"15 Unpatience Ave., Atlanta, GA",2021-10-29,308400,312100,Offer Rejected - Price Too Low
"82 Colley Rd., Atlanta, GA",2021-09-24,300900,303200,Offer Rejected - Price Too Low
"150 Consequent St., Phoenix, AZ",2021-11-29,331200,340200,Offer Rejected - Price Too Low
"57 Ground-house Ave., Atlanta, GA",2021-09-28,243900,237900,Offer Rejected - Price Too Low
"152 Pylons Rd., Houston, TX",2021-07-25,299800,306100,Offer Rejected - Price Too Low
"150 Missy St., Houston, TX",2021-10-09,313900,337200,Offer Rejected - Price Too Low
"68 Ruggy Rd., Phoenix, AZ",2021-11-03,301900,324500,Offer Rejected - Price Too Low
"40 Shakas Ave., Atlanta, GA",2021-08-29,327300,336100,Offer Rejected - Pending
"95 Dialecticians St., Houston, TX",2021-07-24,284400,292400,Offer Rejected - Price Too Low
"174 Fashionables St., Atlanta, GA",2021-12-03,298500,311400,Offer Rejected - Price Too Low
"119 Misworship Ave., Phoenix, AZ",2021-08-20,373600,366600,Offer Rejected - Price Too Low
"116 Shirreve Rd., Phoenix, AZ",2021-11-07,248100,240800,Offer Rejected - Price Too Low
"132 Ostentious St., Phoenix, AZ",2021-09-01,319000,310500,Offer Rejected - Price Too Low
"92 Tracible Rd., Las Vegas, NV",2021-09-18,256300,267900,Offer Rejected - Price Too Low
"56 Tassed Rd., Las Vegas, NV",2021-09-16,237300,246900,Closed
"136 Cretian St., Atlanta, GA",2021-10-19,263400,265300,Offer Rejected - Price Too Low
"107 Exactest Rd., Las Vegas, NV",2021-11-20,357600,348900,Offer Rejected - Price Too Low
"111 Medicide St., Atlanta, GA",2021-11-07,361800,401400,Closed
"124 Underleading Ave., Phoenix, AZ",2021-08-22,324300,353200,Offer Rejected - Price Too Low
"39 Hankie St., Las Vegas, NV",2021-11-27,222600,228700,Offer Rejected - Price Too Low
"5 Discord St., Phoenix, AZ",2021-07-31,263000,269000,Offer Rejected - Price Too Low
"29 Combustor St., Phoenix, AZ",2021-09-24,279500,276700,Offer Rejected - Price Too Low
"92 Individuals St., Las Vegas, NV",2021-11-28,269500,283300,Offer Rejected - Price Too Low
"73 Imploring Rd., Phoenix, AZ",2021-08-07,294400,294100,Offer Rejected - Price Too Low
"94 Highlite St., Phoenix, AZ",2021-09-22,316500,313800,Offer Rejected - Pending
"70 Denis St., Phoenix, AZ",2021-09-12,269300,281600,Offer Rejected - Pending
"19 Coimbatore Rd., Phoenix, AZ",2021-10-31,331700,350800,Offer Rejected - Pending
"77 Instant St., Houston, TX",2021-12-01,309700,309300,Offer Rejected - Price Too Low
"140 Gatorade St., Atlanta, GA",2021-08-25,261500,276500,Closed
"169 Rivaling Ave., Phoenix, AZ",2021-07-27,302100,313400,Offer Rejected - Price Too Low
"181 Incontinuous Rd., Las Vegas, NV",2021-12-05,362100,390400,Offer Rejected - Price Too Low
"93 Methonal Ave., Las Vegas, NV",2021-08-08,278700,283700,Offer Rejected - Price Too Low
"120 Amplifying Rd., Atlanta, GA",2021-09-11,269000,284900,Offer Rejected - Pending
"183 Microvariation St., Las Vegas, NV",2021-11-23,355200,350100,Offer Rejected - Price Too Low
"77 Putty-knife St., Phoenix, AZ",2021-12-05,373000,373400,Offer Rejected - Price Too Low
"103 Emperor Ave., Atlanta, GA",2021-12-03,349500,360300,Offer Rejected - Price Too Low
"40 Instructed Ave., Phoenix, AZ",2021-08-30,270800,267500,Offer Rejected - Price Too Low
"111 Rampikes St., Houston, TX",2021-09-02,321800,344800,Offer Rejected - Price Too Low
"45 Pheromone St., Atlanta, GA",2021-10-11,244700,251900,Closed
"29 Conculcation St., Atlanta, GA",2021-08-17,278700,273200,Offer Rejected - Price Too Low
"33 Squickiness Rd., Phoenix, AZ",2021-07-27,240600,256100,Closed
"36 Trochal Ave., Atlanta, GA",2021-07-18,243700,254300,Closed
"167 Debarkations St., Atlanta, GA",2021-08-26,237100,232900,Offer Rejected - Price Too Low
"199 Turin St., Atlanta, GA",2021-10-10,359400,362000,Offer Rejected - Price Too Low
"114 Jelous St., Phoenix, AZ",2021-11-23,366600,368900,Offer Rejected - Price Too Low
"198 Riskiest Ave., Houston, TX",2021-11-23,299900,313800,Offer Rejected - Price Too Low
"55 Missionarylike Ave., Phoenix, AZ",2021-09-28,275500,290600,Offer Rejected - Price Too Low
"190 Headbutting St., Atlanta, GA",2021-11-13,324800,332500,Offer Rejected - Price Too Low
"147 Rogations Rd., Phoenix, AZ",2021-09-02,359900,364600,Offer Rejected - Price Too Low
"53 Versified Ave., Phoenix, AZ",2021-10-14,373500,370300,Offer Rejected - Pending
"184 Whip-poor-will Ave., Atlanta, GA",2021-10-27,258900,264800,Offer Rejected - Price Too Low
"51 Middle-clicked Ave., Phoenix, AZ",2021-09-24,281000,296500,Offer Rejected - Price Too Low
"83 Hastier St., Las Vegas, NV",2021-07-24,283700,301600,Offer Rejected - Price Too Low
"22 Louvar Ave., Phoenix, AZ",2021-07-25,333800,332400,Offer Rejected - Price Too Low
"89 Unattenuated Ave., Phoenix, AZ",2021-08-26,352600,379800,Closed
"18 Knife-box St., Phoenix, AZ",2021-11-08,270200,268600,Offer Rejected - Price Too Low
"22 Ina Bauer St., Phoenix, AZ",2021-09-05,333900,364600,Closed
"59 Lunulate St., Phoenix, AZ",2021-09-09,311700,319000,Offer Rejected - Price Too Low
"46 Adumbral St., Las Vegas, NV",2021-10-22,313500,326100,Offer Rejected - Price Too Low
"1 Francis St., Phoenix, AZ",2021-11-22,302000,317900,Offer Rejected - Price Too Low
"82 Alcazar Ave., Houston, TX",2021-11-19,294400,310900,Offer Rejected - Price Too Low
"148 Hemophilia St., Atlanta, GA",2021-12-15,284300,281300,Offer Rejected - Pending
"199 Streaks Rd., Phoenix, AZ",2021-12-04,271400,281900,Closed
"182 Pallescent Rd., Houston, TX",2021-12-02,305400,320400,Offer Rejected - Price Too Low
"95 Chantries St., Atlanta, GA",2021-12-15,285400,288100,Offer Rejected - Price Too Low
"116 Trustafarians St., Phoenix, AZ",2021-09-09,262100,263100,Offer Rejected - Price Too Low
"8 Disadvantage Ave., Las Vegas, NV",2021-12-10,278100,273500,Offer Rejected - Price Too Low
"6 Perforant Rd., Las Vegas, NV",2021-09-26,269300,290000,Offer Rejected - Price Too Low
"94 Linespeople Ave., Atlanta, GA",2021-10-02,297800,318100,Closed
"152 Infliximab Rd., Houston, TX",2021-10-26,293900,295500,Offer Rejected - Price Too Low
"160 After-note Rd., Houston, TX",2021-11-15,290200,294900,Offer Rejected - Price Too Low
"125 Etalon St., Phoenix, AZ",2021-10-25,298200,309700,Offer Rejected - Price Too Low
"95 Frugalness St., Phoenix, AZ",2021-12-13,238600,259900,Closed
"152 Substantials St., Las Vegas, NV",2021-07-25,284400,300500,Offer Rejected - Price Too Low
"151 Pyroptotic Rd., Phoenix, AZ",2021-10-18,312100,317900,Offer Rejected - Price Too Low
"96 Educationless Rd., Phoenix, AZ",2021-11-07,273400,275900,Offer Rejected - Price Too Low
"91 Reprecipitate Rd., Atlanta, GA",2021-11-10,356100,367200,Offer Rejected - Price Too Low
"65 Azyme St., Atlanta, GA",2021-08-12,358400,391400,Offer Rejected - Price Too Low
"58 Lemur St., Atlanta, GA",2021-10-23,346600,369500,Closed
"47 Big-endian Ave., Atlanta, GA",2021-11-23,261600,257100,Offer Rejected - Price Too Low
"87 Woking Rd., Atlanta, GA",2021-10-15,350400,388800,Offer Rejected - Pending
"54 Waistcloths St., Atlanta, GA",2021-10-12,253100,250600,Offer Rejected - Price Too Low
"172 Judeo-Christian St., Las Vegas, NV",2021-08-19,240400,244600,Offer Rejected - Price Too Low
"11 Munich St., Las Vegas, NV",2021-11-27,345100,367900,Closed
"8 Bunyips St., Atlanta, GA",2021-08-08,309700,327100,Offer Rejected - Price Too Low
"129 Diastrophism St., Phoenix, AZ",2021-09-27,260600,261100,Offer Rejected - Price Too Low
"198 Inaptitude St., Phoenix, AZ",2021-12-11,339300,356400,Closed
"74 Foremothers St., Houston, TX",2021-11-06,329700,328800,Offer Rejected - Pending
"8 Lancastrian Rd., Atlanta, GA",2021-07-21,266300,277200,Offer Rejected - Price Too Low
"64 Cybercriminals Rd., Phoenix, AZ",2021-10-06,346600,361600,Offer Rejected - Price Too Low
"35 Phalls St., Las Vegas, NV",2021-08-24,309600,317600,Closed
"169 Siphuncle St., Las Vegas, NV",2021-12-12,261400,262300,Offer Rejected - Price Too Low
"151 Edentate St., Atlanta, GA",2021-12-14,315500,317400,Offer Rejected - Price Too Low
"179 Unbraid St., Las Vegas, NV",2021-08-02,228500,241400,Offer Rejected - Price Too Low
"130 Cuculi Ave., Phoenix, AZ",2021-12-13,287800,290900,Offer Rejected - Pending
"93 Mountains St., Phoenix, AZ",2021-07-20,242400,248400,Closed
"26 Mesopallium Rd., Las Vegas, NV",2021-11-10,348700,344000,Offer Rejected - Price Too Low
"166 Egocentrically St., Atlanta, GA",2021-08-15,336400,332200,Offer Rejected - Price Too Low
"48 Shman Ave., Phoenix, AZ",2021-08-09,248400,250900,Offer Rejected - Price Too Low
"198 Kabyle St., Atlanta, GA",2021-09-04,288500,286000,Offer Rejected - Price Too Low
"63 Unflattering Rd., Las Vegas, NV",2021-11-20,308300,313500,Offer Rejected - Pending
"163 Organite Rd., Atlanta, GA",2021-09-21,296800,297100,Offer Rejected - Price Too Low
"150 Systematizing St., Phoenix, AZ",2021-12-07,379100,384400,Offer Rejected - Price Too Low
"32 Steels Ave., Phoenix, AZ",2021-09-03,332900,352800,Closed
"102 Tractiveness St., Las Vegas, NV",2021-09-15,307300,315800,Offer Rejected - Price Too Low
"119 Upcoiled St., Phoenix, AZ",2021-09-14,310800,324900,Offer Rejected - Price Too Low
"3 Forwent Rd., Phoenix, AZ",2021-10-28,329000,342900,Offer Rejected - Price Too Low
"132 Decorticator Ave., Houston, TX",2021-07-23,295400,317800,Offer Rejected - Price Too Low
"167 Schiller-spar St., Phoenix, AZ",2021-08-13,312300,336800,Closed
"30 Time-value Rd., Atlanta, GA",2021-10-08,312900,324300,Offer Rejected - Price Too Low
"15 Propertied St., Phoenix, AZ",2021-11-22,287900,316900,Offer Rejected - Pending
"127 Gibbsite Ave., Phoenix, AZ",2021-09-30,291400,294500,Offer Rejected - Price Too Low
"12 Grógaldr Rd., Atlanta, GA",2021-11-30,272500,283500,Closed
"172 Outkicking St., Atlanta, GA",2021-10-14,260500,273800,Offer Rejected - Price Too Low
"54 Funguses Rd., Las Vegas, NV",2021-10-07,225700,221600,Offer Rejected - Price Too Low
"86 Hyperlipidaemia Ave., Atlanta, GA",2021-09-18,295400,319500,Offer Rejected - Price Too Low
"176 Taihoa St., Atlanta, GA",2021-09-05,284800,295600,Offer Rejected - Price Too Low
"172 Acetonitrile St., Phoenix, AZ",2021-08-24,330400,357800,Offer Rejected - Price Too Low
"165 Boycotter St., Las Vegas, NV",2021-10-01,306600,305900,Offer Rejected - Price Too Low
"112 Statoliths Ave., Phoenix, AZ",2021-11-29,279900,284600,Offer Rejected - Price Too Low
"116 Guillemet Rd., Houston, TX",2021-10-15,251000,254600,Offer Rejected - Price Too Low
"60 Back-angle Ave., Phoenix, AZ",2021-11-29,311500,323400,Offer Rejected - Price Too Low
"183 Intonating St., Atlanta, GA",2021-12-02,307700,312000,Offer Rejected - Price Too Low
"3 Raghda Rd., Phoenix, AZ",2021-11-01,294000,292400,Offer Rejected - Price Too Low
"167 Triconsonantal St., Atlanta, GA",2021-11-28,340700,344700,Offer Rejected - Price Too Low
"56 Latitudinarian Rd., Phoenix, AZ",2021-08-06,316600,348400,Closed
"161 Newtons Ave., Las Vegas, NV",2021-09-29,306700,312300,Offer Rejected - Price Too Low
"15 Gimlets St., Las Vegas, NV",2021-09-06,368400,358600,Offer Rejected - Price Too Low
"165 Nessies Ave., Houston, TX",2021-10-12,338500,341200,Offer Rejected - Pending
"198 Drives Ave., Las Vegas, NV",2021-10-20,268200,287100,Offer Rejected - Pending
"108 Metaphoricity St., Atlanta, GA",2021-11-20,317100,345500,Closed
"71 Vesicomyids Ave., Atlanta, GA",2021-08-20,223900,234100,Offer Rejected - Price Too Low
"111 Reshaken St., Phoenix, AZ",2021-11-11,282600,302600,Offer Rejected - Price Too Low
"189 Chack Rd., Las Vegas, NV",2021-09-16,358500,356400,Offer Rejected - Pending
"112 Chocking Rd., Houston, TX",2021-10-12,343500,368800,Closed
"67 Tusks Rd., Phoenix, AZ",2021-08-12,299700,295800,Offer Rejected - Price Too Low
"197 Bogey St., Phoenix, AZ",2021-07-29,369500,397800,Closed
"89 Vaporizations Ave., Phoenix, AZ",2021-11-12,262400,259000,Offer Rejected - Price Too Low
"171 Journaled St., Phoenix, AZ",2021-08-10,299100,319300,Offer Rejected - Price Too Low
"85 Bookcrossing St., Atlanta, GA",2021-08-13,299100,295100,Offer Rejected - Price Too Low
"127 Swarded St., Phoenix, AZ",2021-10-06,315200,314300,Offer Rejected - Price Too Low
"37 Rondeletia St., Las Vegas, NV",2021-08-31,227200,236400,Offer Rejected - Price Too Low
"30 Transracially Ave., Phoenix, AZ",2021-08-16,300600,329000,Closed
"115 Chalaza Rd., Phoenix, AZ",2021-12-05,309100,333200,Closed
"88 Turnboys St., Las Vegas, NV",2021-11-24,232500,257600,Closed
"77 Adorned Ave., Atlanta, GA",2021-11-14,227400,240800,Offer Rejected - Price Too Low
"113 Hipster Ave., Atlanta, GA",2021-08-15,272100,295600,Closed
"22 Impenetrate St., Atlanta, GA",2021-11-20,296200,315800,Offer Rejected - Price Too Low
"137 Jim-jams Rd., Phoenix, AZ",2021-08-06,293500,316100,Closed
"99 Deducibleness Rd., Phoenix, AZ",2021-09-12,235800,235400,Offer Rejected - Price Too Low
"196 Tool-car St., Phoenix, AZ",2021-09-19,306800,327800,Closed
"119 Unsurveyed Ave., Atlanta, GA",2021-12-01,269900,282000,Offer Rejected - Pending
"121 Ten-a-penny Ave., Atlanta, GA",2021-08-12,291000,294000,Offer Rejected - Price Too Low
"139 Overgrain Ave., Phoenix, AZ",2021-10-11,233200,249800,Closed
"122 Dread-bolted Ave., Phoenix, AZ",2021-09-11,282900,308800,Closed
"105 Valorises St., Atlanta, GA",2021-11-20,339900,349500,Offer Rejected - Price Too Low
"162 Medicos Ave., Atlanta, GA",2021-10-15,338400,374100,Offer Rejected - Price Too Low
"158 Ploughshare Ave., Phoenix, AZ",2021-09-16,252100,270900,Closed
"181 Misruling St., Atlanta, GA",2021-12-12,367400,372300,Offer Rejected - Price Too Low
"88 Exfoliated St., Phoenix, AZ",2021-11-02,246300,253700,Closed
"172 Multigrain St., Phoenix, AZ",2021-11-21,286400,302200,Offer Rejected - Price Too Low
"140 Maldivan Ave., Houston, TX",2021-08-14,284500,299700,Offer Rejected - Price Too Low
"61 Liars Rd., Atlanta, GA",2021-10-11,358300,367600,Offer Rejected - Price Too Low
"147 Insulated Ave., Phoenix, AZ",2021-10-08,263800,270100,Offer Rejected - Price Too Low
"165 Digressions Ave., Phoenix, AZ",2021-08-08,310400,306600,Offer Rejected - Price Too Low
"23 Snowboardcross Rd., Phoenix, AZ",2021-10-12,301200,309900,Offer Rejected - Price Too Low
"184 Mahmood Rd., Atlanta, GA",2021-09-27,343000,344300,Offer Rejected - Price Too Low
"30 Kinematics St., Phoenix, AZ",2021-08-14,296800,301800,Offer Rejected - Price Too Low
"77 White-meat St., Atlanta, GA",2021-12-12,364500,383100,Closed
"116 Glowworms Rd., Las Vegas, NV",2021-12-10,259800,273600,Offer Rejected - Pending
"53 Bad-tempered St., Atlanta, GA",2021-11-30,294200,307000,Offer Rejected - Price Too Low
"74 Coracoid St., Atlanta, GA",2021-10-04,356200,381400,Closed
"62 OptionLabel St., Atlanta, GA",2021-09-28,284200,303900,Closed
"66 Fuelling St., Atlanta, GA",2021-08-17,249600,247000,Offer Rejected - Price Too Low
"175 Peepy Rd., Atlanta, GA",2021-09-04,298100,326100,Closed
"156 Gumming St., Las Vegas, NV",2021-10-05,297900,309700,Offer Rejected - Price Too Low
"44 High-density St., Phoenix, AZ",2021-11-11,273500,286900,Offer Rejected - Pending
"68 Bookmobiles St., Atlanta, GA",2021-09-30,247500,240900,Offer Rejected - Price Too Low
"186 Concert-goer St., Phoenix, AZ",2021-09-14,249200,267000,Offer Rejected - Price Too Low
"182 Incredulously St., Phoenix, AZ",2021-09-13,261600,265300,Offer Rejected - Pending
"49 Caterpillar St., Atlanta, GA",2021-08-16,306500,318000,Closed
"89 Renew Rd., Atlanta, GA",2021-11-13,368900,381500,Offer Rejected - Price Too Low
"131 Fee-grief St., Houston, TX",2021-08-27,289700,292100,Offer Rejected - Pending
"180 Sluggishness St., Atlanta, GA",2021-10-08,338900,355900,Offer Rejected - Price Too Low
"178 Usability Rd., Atlanta, GA",2021-11-16,274400,274100,Offer Rejected - Price Too Low
"33 Intonates St., Atlanta, GA",2021-08-06,290800,284200,Offer Rejected - Price Too Low
"111 Shake-ups St., Phoenix, AZ",2021-11-09,290600,293000,Offer Rejected - Price Too Low
"102 Forebrace St., Las Vegas, NV",2021-08-23,281500,287900,Offer Rejected - Price Too Low
"15 Maronite Ave., Las Vegas, NV",2021-09-14,347600,354700,Offer Rejected - Price Too Low
"124 Proteus Rd., Houston, TX",2021-11-29,235200,228400,Offer Rejected - Price Too Low
"120 Disney Rd., Las Vegas, NV",2021-08-23,325400,339900,Offer Rejected - Price Too Low
"75 Pedipalp Ave., Atlanta, GA",2021-12-03,331900,351200,Offer Rejected - Price Too Low
"150 Tocome Ave., Houston, TX",2021-09-18,266500,270800,Offer Rejected - Pending
"138 Goodhumored Ave., Phoenix, AZ",2021-09-15,349300,369400,Closed
"102 Tourmalin Ave., Las Vegas, NV",2021-11-11,290900,305900,Offer Rejected - Price Too Low
"42 Suffocating St., Las Vegas, NV",2021-11-11,285200,302400,Closed
"53 Hypoinsulinemia St., Phoenix, AZ",2021-11-19,328800,330400,Offer Rejected - Pending
"22 Categorisers Rd., Las Vegas, NV",2021-09-01,224900,224200,Offer Rejected - Price Too Low
"103 Climacterics St., Phoenix, AZ",2021-09-09,309800,308500,Offer Rejected - Pending
"84 Valinomycin Rd., Atlanta, GA",2021-12-10,248500,263700,Closed
"165 Unclustered St., Houston, TX",2021-11-28,320800,318600,Offer Rejected - Price Too Low
"96 Salve Ave., Phoenix, AZ",2021-12-01,328800,363500,Closed
"131 A-standard Rd., Las Vegas, NV",2021-08-26,287800,310100,Closed
"24 Gimped Rd., Atlanta, GA",2021-09-17,275500,283500,Offer Rejected - Pending
"35 Toothaches Ave., Atlanta, GA",2021-11-14,277600,301800,Offer Rejected - Pending
